strategy,func,dim,algo,mean_fopt,std_fopt,min_fopt,max_fopt,mean_time,n
current-to-best1bin,Ackley,4000,DEoptim,21.34122138647738,0.0075838235374286085,21.335858813426743,21.34658395952802,29337.003639792558,2
current-to-best1bin,Ackley,4000,GA,21.397228574401577,0.018195830583838467,21.384362179206423,21.41009496959673,8.126240065437742,2
current-to-best1bin,Ackley,4000,GenSA,21.864770869740198,0.005567154782293458,21.860834296841723,21.868707442638673,1705.6395738770952,2
current-to-best1bin,Ackley,4000,PSO,21.711805007306616,0.007945711595089468,21.706186540756377,21.717423473856858,4.351985456421971,2
current-to-best1bin,Ackley,4000,SA,21.842683492138292,0.0058357624675580925,21.838556984924086,21.846809999352494,1400.2421289555496,2
current-to-best1bin,Ackley,4000,SMCO,21.664995317854874,0.0026025262831285228,21.663155053871858,21.66683558183789,22450.301969966386,2
current-to-best1bin,Ackley,4000,SMCO_BR,21.90941466516003,0.003023920524546516,21.907276430451354,21.911552899868706,21876.467154483544,2
current-to-best1bin,Ackley,4000,SMCO_BR_EVO,22.140270553761873,0.008987596432366731,22.133915363377977,22.146625744145766,22535.36202374904,2
current-to-best1bin,Ackley,4000,SMCO_EVO,22.06464569086828,0.0034963510089735246,22.062173397360425,22.067117984376132,22743.11663405539,2
current-to-best1bin,Ackley,4000,SMCO_R,21.696596470859426,0.002575113612246743,21.69477559056188,21.69841735115697,22241.227747509605,2
current-to-best1bin,Ackley,4000,SMCO_R_EVO,22.093498174791154,0.005158495545662108,22.089850567610096,22.097145781972213,22266.23661262798,2
current-to-best1bin,Ackley,5000,DEoptim,21.328332378863344,0.0005481870812116374,21.32794475206086,21.328720005665826,47674.24680537905,2
current-to-best1bin,Ackley,5000,GA,21.385606465715362,0.027421506665368207,21.36621653240193,21.404996399028796,10.417521022143774,2
current-to-best1bin,Ackley,5000,GenSA,21.73148729514309,0.012415287729121188,21.722708360999448,21.740266229286735,2947.957101707463,2
current-to-best1bin,Ackley,5000,PSO,21.721434902688344,0.007498920403426941,21.716132365219504,21.726737440157187,5.7721922904020175,2
current-to-best1bin,Ackley,5000,SA,21.665474326389205,0.014399470929136647,21.655292362849714,21.675656289928696,1507.9019916099496,2
