label,name,dim,maximize,repetitions,iter_max,n_starts,seed,evolution_strategy,best_opt,algo,time_avg,rMSE,AE50,AE95,AE99,fopt_mean,fopt_sd
SixHumpCamel_2d,SixHumpCamel,2,False,20,300,10,20261828,sobol,-1.0316284533856406,SMCO_EVO,0.08670422075374518,8.408434335141854e-07,4.1215141499684194e-07,1.6129071552573041e-06,1.898372934201475e-06,-1.0316278239700685,5.720266067445078e-07
SixHumpCamel_2d,SixHumpCamel,2,False,20,300,10,20261828,sobol,-1.0316284533856406,SMCO_R,0.08707231135340407,3.347859367557344e-08,1.4535068593168887e-08,7.564735097220778e-08,9.914008643585599e-08,-1.0316284313012833,2.5815078995812175e-08
SixHumpCamel_2d,SixHumpCamel,2,False,20,300,10,20261828,sobol,-1.0316284533856406,SMCO_R_EVO,0.08821735810197424,3.5303941295201227e-08,1.2964295637019063e-08,6.531203550208531e-08,6.656076289024426e-08,-1.0316284269107774,2.3961589658462523e-08
SquaredNorm_10d,SquaredNorm,10,True,20,300,10,20260528,sobol,9.833491784996816,SMCO,0.3128964464063756,0.058857477822342665,0.04776915599227394,0.10490244914883312,0.11360755739924894,9.782761545965208,0.03061897491157026
SquaredNorm_10d,SquaredNorm,10,True,20,300,10,20260528,sobol,9.833491784996816,SMCO_BR,0.31275668449525257,0.5925126204841188,0.5997925666417379,0.6910595815463536,0.7046538786374722,9.24686388059496,0.08546410271380622
SquaredNorm_10d,SquaredNorm,10,True,20,300,10,20260528,sobol,9.833491784996816,SMCO_BR_EVO,0.3221358959010104,0.5935332423542296,0.593494190859988,0.7162086588589645,0.754423961517184,9.245796035622387,0.085195848346795
SquaredNorm_10d,SquaredNorm,10,True,20,300,10,20260528,sobol,9.833491784996816,SMCO_EVO,0.3181391736085061,0.06863336018048227,0.056503077285555925,0.10885105714639727,0.13169804920222133,9.772738914462362,0.032761126699469886
SquaredNorm_10d,SquaredNorm,10,True,20,300,10,20260528,sobol,9.833491784996816,SMCO_R,0.3115335948532447,0.2108370366589646,0.211397743493694,0.2728486528409612,0.2760199047172388,9.62766975492723,0.046899085000237976
SquaredNorm_10d,SquaredNorm,10,True,20,300,10,20260528,sobol,9.833491784996816,SMCO_R_EVO,0.3203728826076258,0.20974141015237735,0.1972600418355226,0.2833680182319566,0.30746151585160725,9.629973263470312,0.0520290458187966
Zakharov_10d,Zakharov,10,False,20,300,10,20261228,sobol,0.0016812920824312758,SMCO,0.8986333281529368,0.04227468394527042,0.035165497349808374,0.07427444447775702,0.09037062930325246,0.03739972192892581,0.023200332846377184
Zakharov_10d,Zakharov,10,False,20,300,10,20261228,sobol,0.0016812920824312758,SMCO_BR,1.0371008017507848,0.07088394914220864,0.05187264844884401,0.10148578079159404,0.1535353573319256,0.06434400904195113,0.03399563670526161
Zakharov_10d,Zakharov,10,False,20,300,10,20261228,sobol,0.0016812920824312758,SMCO_BR_EVO,0.9138115720474161,0.06873695416822911,0.06021949587447805,0.10077763406624955,0.13876542728780894,0.06444656901260132,0.028750997789629085
Zakharov_10d,Zakharov,10,False,20,300,10,20261228,sobol,0.0016812920824312758,SMCO_EVO,0.9736091051046969,0.0423536437387444,0.04365286286781137,0.06080489913187092,0.07969100161651609,0.038924488176239204,0.020692624739178867
Zakharov_10d,Zakharov,10,False,20,300,10,20261228,sobol,0.0016812920824312758,SMCO_R,0.9484176055964781,0.029912383323933,0.02579914526557687,0.04544510956328663,0.048385808978642024,0.030018830926590218,0.00982663236064374
Zakharov_10d,Zakharov,10,False,20,300,10,20261228,sobol,0.0016812920824312758,SMCO_R_EVO,0.9755433876038296,0.03647399023390299,0.03511190339305355,0.05331989106798497,0.060360442952046116,0.03578189201120597,0.01327843713380149
